CONVERGENCE ITERATIONS

||===============================================================================================================================================================================================||
|| LOAD TIME            || REL. FORCE RESIDUAL    || ABS. FORCE RESIDUAL    || REL. VARIABLE RESIDUAL || ABS. VARIABLE RESIDUAL || ABS. MAX DOF           || LINE SEARCH || RATIO                ||
|| 5.0000000000000e-01  || 1.9591169757770e-04    || 1.4377678049548e+02    || 5.4389141175265e-04    || 4.9591670209442e-02    || 7.7274811912679e-03    || 1.0000000   || 5.0000000000000e-01  ||
|| 5.0000000000000e-01  || 4.7824420623751e-05    || 3.5097655277154e+01    || 5.0897685307982e-05    || 4.6408733585571e-03    || 9.5906961755543e-04    || 1.0000000   || 5.0000000000000e-01  ||
||----------------------++------------------------++------------------------++------------------------++------------------------++------------------------++-------------++----------------------||
|| CRITERIA             || 1.0000000000000e-04    || 1.0000000000000e-09    || 1.0000000000000e-04    || 1.0000000000000e-09    ||                        ||             ||                      ||
|| IS SATISFIED         ||                 YES    ||                  NO    ||                 YES    ||                  NO    ||                        ||             ||                      ||
||----------------------++------------------------++------------------------++------------------------++------------------------++------------------------++-------------++----------------------||
|| 6.0000000000000e-01  || 1.0000000000000e+00    || 2.5071117984428e+07    || 1.6447311262982e-01    || 1.7947475509159e+01    || 3.0000000000000e-01    || 1.0000000   || 6.0000000000000e-01  ||
|| 6.0000000000000e-01  || 1.2008975152273e-03    || 3.0107843291470e+04    || 7.6822597608970e-03    || 8.3528713759707e-01    || 2.0703081516295e-01    || 1.0000000   || 6.0000000000000e-01  ||
|| 6.0000000000000e-01  || 9.4269730534477e-05    || 2.3634475365901e+03    || 4.8036351021566e-04    || 5.2231693675804e-02    || 1.4582062012442e-02    || 1.0000000   || 6.0000000000000e-01  ||
|| 6.0000000000000e-01  || 2.7783832426723e-05    || 6.9657174082994e+02    || 1.7003830356597e-04    || 1.8488752715579e-02    || 6.1919320537633e-03    || 1.0000000   || 6.0000000000000e-01  ||
|| 6.0000000000000e-01  || 7.9268612454797e-06    || 1.9873527353161e+02    || 8.1806986465809e-05    || 8.8951203575627e-03    || 3.5131564512090e-03    || 1.0000000   || 6.0000000000000e-01  ||
||----------------------++------------------------++------------------------++------------------------++------------------------++------------------------++-------------++----------------------||
|| CRITERIA             || 1.0000000000000e-04    || 1.0000000000000e-09    || 1.0000000000000e-04    || 1.0000000000000e-09    ||                        ||             ||                      ||
|| IS SATISFIED         ||                 YES    ||                  NO    ||                 YES    ||                  NO    ||                        ||             ||                      ||
||----------------------++------------------------++------------------------++------------------------++------------------------++------------------------++-------------++----------------------||
|| 7.0000000000000e-01  || 1.0000000000000e+00    || 1.8055010309705e+07    || 1.3925363023365e-01    || 1.7587063333450e+01    || 3.0000000000000e-01    || 1.0000000   || 7.0000000000000e-01  ||
|| 7.0000000000000e-01  || 2.0388902375146e-02    || 3.6812184258684e+05    || 5.8791842567757e-03    || 7.4358680702821e-01    || 3.4882235372844e-01    || 1.0000000   || 7.0000000000000e-01  ||
|| 7.0000000000000e-01  || 1.7161256458993e-02    || 3.0984666229461e+05    || 3.0729892610711e-03    || 3.8876326052842e-01    || 7.6027002089919e-02    || 1.0000000   || 7.0000000000000e-01  ||
|| 7.0000000000000e-01  || 5.3925593167472e-03    || 9.7362714059568e+04    || 1.4709570757873e-03    || 1.8608414201385e-01    || 3.6141298228589e-02    || 1.0000000   || 7.0000000000000e-01  ||
|| 7.0000000000000e-01  || 2.8919624499081e-03    || 5.2214411848371e+04    || 1.0899705697291e-03    || 1.3788972124047e-01    || 2.7386677866624e-02    || 1.0000000   || 7.0000000000000e-01  ||
|| 7.0000000000000e-01  || 1.0918646716287e-03    || 1.9713627903059e+04    || 6.5304843034312e-04    || 8.2615869627343e-02    || 1.8059015169640e-02    || 1.0000000   || 7.0000000000000e-01  ||
|| 7.0000000000000e-01  || 5.4290509486133e-04    || 9.8021570849128e+03    || 4.5232299949860e-04    || 5.7222561367381e-02    || 1.2710701011969e-02    || 1.0000000   || 7.0000000000000e-01  ||
|| 7.0000000000000e-01  || 2.1183171567759e-04    || 3.8246238104815e+03    || 2.9050413014852e-04    || 3.6751178929305e-02    || 8.5109681617320e-03    || 1.0000000   || 7.0000000000000e-01  ||
|| 7.0000000000000e-01  || 1.0904170106119e-04    || 1.9687490368476e+03    || 1.9569013798892e-04    || 2.4756423085026e-02    || 6.0480997678540e-03    || 1.0000000   || 7.0000000000000e-01  ||
|| 7.0000000000000e-01  || 4.1615513700598e-05    || 7.5136852890798e+02    || 1.2858140065475e-04    || 1.6266615913514e-02    || 4.2200446979517e-03    || 1.0000000   || 7.0000000000000e-01  ||
|| 7.0000000000000e-01  || 2.4719529837306e-05    || 4.4631136606362e+02    || 8.5871854609251e-05    || 1.0863502615712e-02    || 2.9526125595434e-03    || 1.0000000   || 7.0000000000000e-01  ||
||----------------------++------------------------++------------------------++------------------------++------------------------++------------------------++-------------++----------------------||
|| CRITERIA             || 1.0000000000000e-04    || 1.0000000000000e-09    || 1.0000000000000e-04    || 1.0000000000000e-09    ||                        ||             ||                      ||
|| IS SATISFIED         ||                 YES    ||                  NO    ||                 YES    ||                  NO    ||                        ||             ||                      ||
||----------------------++------------------------++------------------------++------------------------++------------------------++------------------------++-------------++----------------------||
|| 8.0000000000000e-01  || 1.0000000000000e+00    || 5.7064599630581e+07    || 1.2338150176382e-01    || 1.7802761936404e+01    || 5.7205241215765e-01    || 1.0000000   || 8.0000000000000e-01  ||
|| 8.0000000000000e-01  || 6.2800189735296e-02    || 3.5836676839692e+06    || 1.3960267221900e-02    || 2.0192749743870e+00    || 5.3180937174910e-01    || 1.0000000   || 8.0000000000000e-01  ||
|| 8.0000000000000e-01  || 1.7489462566030e-02    || 9.9802917908454e+05    || 8.5264933500971e-03    || 1.2360205889337e+00    || 6.5464880727216e-01    || 1.0000000   || 8.0000000000000e-01  ||
|| 8.0000000000000e-01  || 3.8893370406575e-02    || 2.2194346105351e+06    || 7.4686139121598e-03    || 1.0794624820479e+00    || 2.2257065198531e-01    || 1.0000000   || 8.0000000000000e-01  ||
|| 8.0000000000000e-01  || 1.5239721519583e-03    || 8.6964860699654e+04    || 2.9782123085727e-03    || 4.3004310675126e-01    || 1.0109554922357e-01    || 1.0000000   || 8.0000000000000e-01  ||
|| 8.0000000000000e-01  || 1.1765791269430e-03    || 6.7141016812702e+04    || 1.6122246333712e-03    || 2.3270671172109e-01    || 7.4933373896803e-02    || 1.0000000   || 8.0000000000000e-01  ||
|| 8.0000000000000e-01  || 5.3087311255014e-03    || 3.0294061622314e+05    || 2.7091301269404e-03    || 3.9123107113991e-01    || 1.2244770764103e-01    || 1.0000000   || 8.0000000000000e-01  ||
|| 8.0000000000000e-01  || 1.8867710410062e-03    || 1.0766783404959e+05    || 1.6893110980131e-03    || 2.4398552742001e-01    || 7.0011913058245e-02    || 1.0000000   || 8.0000000000000e-01  ||
|| 8.0000000000000e-01  || 1.2602699699410e-03    || 7.1916801261130e+04    || 1.4408845518644e-03    || 2.0812671607416e-01    || 5.6736896764693e-02    || 1.0000000   || 8.0000000000000e-01  ||
|| 8.0000000000000e-01  || 8.0579513033015e-04    || 4.5982376496562e+04    || 1.1838273926175e-03    || 1.7098876663173e-01    || 4.3302112925301e-02    || 1.0000000   || 8.0000000000000e-01  ||
|| 8.0000000000000e-01  || 6.0405957823272e-04    || 3.4470417984868e+04    || 9.7785951069535e-04    || 1.4124529724429e-01    || 3.6437760647397e-02    || 1.0000000   || 8.0000000000000e-01  ||
|| 8.0000000000000e-01  || 3.8470478568940e-04    || 2.1953024571334e+04    || 8.1013062123696e-04    || 1.1701389651461e-01    || 3.1133777267023e-02    || 1.0000000   || 8.0000000000000e-01  ||
|| 8.0000000000000e-01  || 2.9303231203948e-04    || 1.6721771565356e+04    || 6.6485184397800e-04    || 9.6032578359776e-02    || 2.6194125331898e-02    || 1.0000000   || 8.0000000000000e-01  ||
|| 8.0000000000000e-01  || 1.8043985721653e-04    || 1.0296728209460e+04    || 5.4817071189129e-04    || 7.9177123150566e-02    || 2.1908571616641e-02    || 1.0000000   || 8.0000000000000e-01  ||
|| 8.0000000000000e-01  || 1.4155017583880e-04    || 8.0775041118796e+03    || 4.4875256543806e-04    || 6.4818394196270e-02    || 1.8195511370398e-02    || 1.0000000   || 8.0000000000000e-01  ||
|| 8.0000000000000e-01  || 8.4382369497383e-05    || 4.8152461312480e+03    || 3.6847765364588e-04    || 5.3222606021849e-02    || 1.5054819050988e-02    || 1.0000000   || 8.0000000000000e-01  ||
|| 8.0000000000000e-01  || 6.9362019717684e-05    || 3.9581158847581e+03    || 3.0114813803551e-04    || 4.3498079125466e-02    || 1.2412734993681e-02    || 1.0000000   || 8.0000000000000e-01  ||
|| 8.0000000000000e-01  || 4.0517090866767e-05    || 2.3120915685079e+03    || 2.4658349967748e-04    || 3.5616380366071e-02    || 1.0208205562596e-02    || 1.0000000   || 8.0000000000000e-01  ||
|| 8.0000000000000e-01  || 3.5251352160804e-05    || 2.0116042974929e+03    || 2.0129147037610e-04    || 2.9074643288247e-02    || 8.3796576418746e-03    || 1.0000000   || 8.0000000000000e-01  ||
|| 8.0000000000000e-01  || 2.0747550416624e-05    || 1.1839506578399e+03    || 1.6451239891438e-04    || 2.3762107417256e-02    || 6.8666283680349e-03    || 1.0000000   || 8.0000000000000e-01  ||
|| 8.0000000000000e-01  || 1.8929500116836e-05    || 1.0802043453743e+03    || 1.3418631585861e-04    || 1.9381915857420e-02    || 5.6209681899710e-03    || 1.0000000   || 8.0000000000000e-01  ||
|| 8.0000000000000e-01  || 1.1636961387492e-05    || 6.6405854249378e+02    || 1.0953276000113e-04    || 1.5820883328711e-02    || 4.5957923650542e-03    || 1.0000000   || 8.0000000000000e-01  ||
|| 8.0000000000000e-01  || 1.0811109908169e-05    || 6.1693165847185e+02    || 8.9292014302357e-05    || 1.2897357684403e-02    || 3.7553205208294e-03    || 1.0000000   || 8.0000000000000e-01  ||
||----------------------++------------------------++------------------------++------------------------++------------------------++------------------------++-------------++----------------------||
|| CRITERIA             || 1.0000000000000e-04    || 1.0000000000000e-09    || 1.0000000000000e-04    || 1.0000000000000e-09    ||                        ||             ||                      ||
|| IS SATISFIED         ||                 YES    ||                  NO    ||                 YES    ||                  NO    ||                        ||             ||                      ||
||----------------------++------------------------++------------------------++------------------------++------------------------++------------------------++-------------++----------------------||
|| 9.0000000000000e-01  || 1.0000000000000e+00    || 5.5205959450666e+06    || 1.1129989718302e-01    || 1.8075545676597e+01    || 6.9473057684756e-01    || 1.0000000   || 9.0000000000000e-01  ||
|| 9.0000000000000e-01  || 3.9948629798912e+00    || 2.2054024367884e+07    || 4.0522687851931e-02    || 6.4816908856727e+00    || 1.7824223443422e+00    || 1.0000000   || 9.0000000000000e-01  ||
|| 9.0000000000000e-01  || 1.8851376652555e-01    || 1.0407083350702e+06    || 1.1483513521846e-02    || 1.8441921325715e+00    || 6.5556594874225e-01    || 1.0000000   || 9.0000000000000e-01  ||
|| 9.0000000000000e-01  || 3.5276171214682e-02    || 1.9474548776525e+05    || 1.9805675246625e-03    || 3.1808718903387e-01    || 9.1302357196286e-02    || 1.0000000   || 9.0000000000000e-01  ||
|| 9.0000000000000e-01  || 2.1149834342656e-02    || 1.1675968971090e+05    || 1.4541960521314e-03    || 2.3355560526361e-01    || 7.8086610871851e-02    || 1.0000000   || 9.0000000000000e-01  ||
|| 9.0000000000000e-01  || 1.4993130365474e-02    || 8.2771014699492e+04    || 1.1974767654875e-03    || 1.9232266121251e-01    || 6.8841339670220e-02    || 1.0000000   || 9.0000000000000e-01  ||
|| 9.0000000000000e-01  || 1.0980779292678e-02    || 6.0620445636831e+04    || 1.0208720108340e-03    || 1.6395910534094e-01    || 6.1277445919501e-02    || 1.0000000   || 9.0000000000000e-01  ||
|| 9.0000000000000e-01  || 8.3008942506600e-03    || 4.5825883140620e+04    || 8.8292515335011e-04    || 1.4180374653712e-01    || 5.4632001002057e-02    || 1.0000000   || 9.0000000000000e-01  ||
|| 9.0000000000000e-01  || 6.2232595362886e-03    || 3.4356101361132e+04    || 7.6798036779996e-04    || 1.2334285077387e-01    || 4.8611497557240e-02    || 1.0000000   || 9.0000000000000e-01  ||
|| 9.0000000000000e-01  || 4.7556223533133e-03    || 2.6253869479970e+04    || 6.6984622700322e-04    || 1.0758182856164e-01    || 4.3180422060849e-02    || 1.0000000   || 9.0000000000000e-01  ||
|| 9.0000000000000e-01  || 3.5879506360401e-03    || 1.9807625732422e+04    || 5.8515045540720e-04    || 9.3979111053425e-02    || 3.8274539684072e-02    || 1.0000000   || 9.0000000000000e-01  ||
|| 9.0000000000000e-01  || 2.7556854141412e-03    || 1.5213025723187e+04    || 5.1162642753940e-04    || 8.2170654747199e-02    || 3.3878914318550e-02    || 1.0000000   || 9.0000000000000e-01  ||
|| 9.0000000000000e-01  || 2.0856459261725e-03    || 1.1514008442873e+04    || 4.4767190361460e-04    || 7.1899123944059e-02    || 2.9944162652581e-02    || 1.0000000   || 9.0000000000000e-01  ||
|| 9.0000000000000e-01  || 1.6086234042608e-03    || 8.8805598427013e+03    || 3.9189277012236e-04    || 6.2940619351347e-02    || 2.6439945804454e-02    || 1.0000000   || 9.0000000000000e-01  ||
|| 9.0000000000000e-01  || 1.2195993459914e-03    || 6.7329152040857e+03    || 3.4322218159200e-04    || 5.5123793503258e-02    || 2.3322133213432e-02    || 1.0000000   || 9.0000000000000e-01  ||
|| 9.0000000000000e-01  || 9.4457060350367e-04    || 5.2145926435315e+03    || 3.0067930700828e-04    || 4.8291121549473e-02    || 2.0556453223841e-02    || 1.0000000   || 9.0000000000000e-01  ||
|| 9.0000000000000e-01  || 7.1663058195781e-04    || 3.9562278848670e+03    || 2.6348907669525e-04    || 4.2318119458424e-02    || 1.8105600076251e-02    || 1.0000000   || 9.0000000000000e-01  ||
|| 9.0000000000000e-01  || 5.5752341572704e-04    || 3.0778615081424e+03    || 2.3093735527679e-04    || 3.7090094004271e-02    || 1.5937503108238e-02    || 1.0000000   || 9.0000000000000e-01  ||
|| 9.0000000000000e-01  || 4.2293684602998e-04    || 2.3348634372123e+03    || 2.0244636924533e-04    || 3.2514249518291e-02    || 1.4021694726052e-02    || 1.0000000   || 9.0000000000000e-01  ||
|| 9.0000000000000e-01  || 3.3077844820681e-04    || 1.8260941598859e+03    || 1.7748755039679e-04    || 2.8505695312188e-02    || 1.2330351485964e-02    || 1.0000000   || 9.0000000000000e-01  ||
|| 9.0000000000000e-01  || 2.5077674257382e-04    || 1.3844370681700e+03    || 1.5562488213608e-04    || 2.4994403463428e-02    || 1.0839014473311e-02    || 1.0000000   || 9.0000000000000e-01  ||
|| 9.0000000000000e-01  || 1.9743519656888e-04    || 1.0899599455916e+03    || 1.3646249548709e-04    || 2.1916795260898e-02    || 9.5244461310823e-03    || 1.0000000   || 9.0000000000000e-01  ||
|| 9.0000000000000e-01  || 1.4958698502236e-04    || 8.2580930294916e+02    || 1.1966877767853e-04    || 1.9219611061530e-02    || 8.3672112919118e-03    || 1.0000000   || 9.0000000000000e-01  ||
|| 9.0000000000000e-01  || 1.1878533192121e-04    || 6.5576582173759e+02    || 1.0494462936911e-04    || 1.6854813788798e-02    || 7.3483459135845e-03    || 1.0000000   || 9.0000000000000e-01  ||
|| 9.0000000000000e-01  || 8.9998164981231e-05    || 4.9684350465882e+02    || 9.2036548692866e-05    || 1.4781689109411e-02    || 6.4525233346259e-03    || 1.0000000   || 9.0000000000000e-01  ||
||----------------------++------------------------++------------------------++------------------------++------------------------++------------------------++-------------++----------------------||
|| CRITERIA             || 1.0000000000000e-04    || 1.0000000000000e-09    || 1.0000000000000e-04    || 1.0000000000000e-09    ||                        ||             ||                      ||
|| IS SATISFIED         ||                 YES    ||                  NO    ||                 YES    ||                  NO    ||                        ||             ||                      ||
||----------------------++------------------------++------------------------++------------------------++------------------------++------------------------++-------------++----------------------||
|| 1.0000000000000e+00  || 1.0000000000000e+00    || 2.6264510734179e+07    || 9.3553265088410e-02    || 1.6544252150931e+01    || 6.8157664162672e-01    || 1.0000000   || 1.0000000000000e+00  ||
|| 1.0000000000000e+00  || 4.1942163008395e-01    || 1.1015903905487e+07    || 1.4827392343953e-02    || 2.6300560820378e+00    || 6.1582884813193e-01    || 1.0000000   || 1.0000000000000e+00  ||
|| 1.0000000000000e+00  || 2.2521711448851e-02    || 5.9152173210043e+05    || 4.1228964001559e-03    || 7.3254176923948e-01    || 1.8907291168884e-01    || 1.0000000   || 1.0000000000000e+00  ||
|| 1.0000000000000e+00  || 5.6431111768984e-03    || 1.4821355407982e+05    || 1.4427398936215e-03    || 2.5632412750829e-01    || 6.5192981713442e-02    || 1.0000000   || 1.0000000000000e+00  ||
|| 1.0000000000000e+00  || 3.2782688108580e-03    || 8.6102126372304e+04    || 1.1162083594213e-03    || 1.9831277577030e-01    || 5.8773778307064e-02    || 1.0000000   || 1.0000000000000e+00  ||
|| 1.0000000000000e+00  || 2.6165885769637e-03    || 6.8723418766594e+04    || 1.0028179163189e-03    || 1.7816625023818e-01    || 5.8473846499583e-02    || 1.0000000   || 1.0000000000000e+00  ||
|| 1.0000000000000e+00  || 2.4984667545397e-03    || 6.5621006893598e+04    || 9.6822429643711e-04    || 1.7202040851973e-01    || 5.9572657142636e-02    || 1.0000000   || 1.0000000000000e+00  ||
|| 1.0000000000000e+00  || 2.4846650138052e-03    || 6.5258510925926e+04    || 9.6327759117122e-04    || 1.7114138091267e-01    || 6.1146167700509e-02    || 1.0000000   || 1.0000000000000e+00  ||
|| 1.0000000000000e+00  || 2.5593239530086e-03    || 6.7219391436035e+04    || 9.7075690694507e-04    || 1.7247026101768e-01    || 6.2778575483790e-02    || 1.0000000   || 1.0000000000000e+00  ||
|| 1.0000000000000e+00  || 2.6168825178352e-03    || 6.8731138979768e+04    || 9.8315806718143e-04    || 1.7467347514284e-01    || 6.4341881785469e-02    || 1.0000000   || 1.0000000000000e+00  ||
|| 1.0000000000000e+00  || 2.7159929080967e-03    || 7.1334224888660e+04    || 9.9780116168895e-04    || 1.7727507099377e-01    || 6.5800470176722e-02    || 1.0000000   || 1.0000000000000e+00  ||
|| 1.0000000000000e+00  || 2.7859519582768e-03    || 7.3171665113068e+04    || 1.0133880811869e-03    || 1.8004431670258e-01    || 6.7160292129228e-02    || 1.0000000   || 1.0000000000000e+00  ||
|| 1.0000000000000e+00  || 2.8929650202187e-03    || 7.5982310827140e+04    || 1.0295251455110e-03    || 1.8291133018198e-01    || 6.8443802191273e-02    || 1.0000000   || 1.0000000000000e+00  ||
|| 1.0000000000000e+00  || 2.9682904904159e-03    || 7.7960697447691e+04    || 1.0459433468282e-03    || 1.8582827466999e-01    || 6.9667542625770e-02    || 1.0000000   || 1.0000000000000e+00  ||
|| 1.0000000000000e+00  || 3.0819917992373e-03    || 8.0947006693720e+04    || 1.0626280003241e-03    || 1.8879257499881e-01    || 7.0852552953028e-02    || 1.0000000   || 1.0000000000000e+00  ||
|| 1.0000000000000e+00  || 3.1618256134242e-03    || 8.3043802763384e+04    || 1.0794888682630e-03    || 1.9178816804387e-01    || 7.2009304844938e-02    || 1.0000000   || 1.0000000000000e+00  ||
|| 1.0000000000000e+00  || 3.2825648055907e-03    || 8.6214958572077e+04    || 1.0965790888721e-03    || 1.9482452492385e-01    || 7.3151223155186e-02    || 1.0000000   || 1.0000000000000e+00  ||
|| 1.0000000000000e+00  || 3.3668851805875e-03    || 8.8429591966290e+04    || 1.1138367703634e-03    || 1.9789061815765e-01    || 7.4283658538416e-02    || 1.0000000   || 1.0000000000000e+00  ||
|| 1.0000000000000e+00  || 3.4951175665660e-03    || 9.1797552844292e+04    || 1.1313296081724e-03    || 2.0099850789654e-01    || 7.5414546634659e-02    || 1.0000000   || 1.0000000000000e+00  ||
|| 1.0000000000000e+00  || 3.5840355091751e-03    || 9.4132939102410e+04    || 1.1489956654477e-03    || 2.0413715508107e-01    || 7.6546269672498e-02    || 1.0000000   || 1.0000000000000e+00  ||
|| 1.0000000000000e+00  || 3.7202085551757e-03    || 9.7709457530798e+04    || 1.1669082498462e-03    || 2.0731962099942e-01    || 7.7683593410238e-02    || 1.0000000   || 1.0000000000000e+00  ||
|| 1.0000000000000e+00  || 3.8138663520791e-03    || 1.0016933374291e+05    || 1.1849998415157e-03    || 2.1053387055599e-01    || 7.8827250566648e-02    || 1.0000000   || 1.0000000000000e+00  ||
|| 1.0000000000000e+00  || 3.9584338974441e-03    || 1.0396632958996e+05    || 1.2033484878500e-03    || 2.1379381131755e-01    || 7.9980376328845e-02    || 1.0000000   || 1.0000000000000e+00  ||
|| 1.0000000000000e+00  || 4.0569875328165e-03    || 1.0655479260409e+05    || 1.2218799971117e-03    || 2.1708621864784e-01    || 8.1142713451881e-02    || 1.0000000   || 1.0000000000000e+00  ||
|| 1.0000000000000e+00  || 4.2104226645456e-03    || 1.1058469126839e+05    || 1.2406777501582e-03    || 2.2042595189422e-01    || 8.2316694446181e-02    || 1.0000000   || 1.0000000000000e+00  ||
|| 1.0000000000000e+00  || 4.3140363422474e-03    || 1.1330605381860e+05    || 1.2596605644595e-03    || 2.2379854015602e-01    || 8.3501363392563e-02    || 1.0000000   || 1.0000000000000e+00  ||
|| 1.0000000000000e+00  || 4.4768369547005e-03    || 1.1758193225190e+05    || 1.2789179432812e-03    || 2.2721993484418e-01    || 8.4699005303372e-02    || 1.0000000   || 1.0000000000000e+00  ||
|| 1.0000000000000e+00  || 4.5856797054750e-03    || 1.2044063384796e+05    || 1.2983614101498e-03    || 2.3067436475524e-01    || 8.5908062864183e-02    || 1.0000000   || 1.0000000000000e+00  ||
|| 1.0000000000000e+00  || 4.7583705728764e-03    || 1.2497627498852e+05    || 1.3180873498116e-03    || 2.3417900845686e-01    || 8.7131021149436e-02    || 1.0000000   || 1.0000000000000e+00  ||
|| 1.0000000000000e+00  || 4.8726135962874e-03    || 1.2797681210320e+05    || 1.3379995735303e-03    || 2.3771671983771e-01    || 8.8365713860420e-02    || 1.0000000   || 1.0000000000000e+00  ||
|| 1.0000000000000e+00  || 5.0557472342185e-03    || 1.3278672750243e+05    || 1.3582020669818e-03    || 2.4130603277042e-01    || 8.9615066167862e-02    || 1.0000000   || 1.0000000000000e+00  ||
|| 1.0000000000000e+00  || 5.1755616992139e-03    || 1.3593359580441e+05    || 1.3785903952236e-03    || 2.4492833100566e-01    || 9.0876656846732e-02    || 1.0000000   || 1.0000000000000e+00  ||
|| 1.0000000000000e+00  || 5.3697189108061e-03    || 1.4103303997239e+05    || 1.3992768531296e-03    || 2.4860362995716e-01    || 9.2152773105014e-02    || 1.0000000   || 1.0000000000000e+00  ||
|| 1.0000000000000e+00  || 5.4952740337040e-03    || 1.4433068384548e+05    || 1.4201481283469e-03    || 2.5231173066078e-01    || 9.3442047841667e-02    || 1.0000000   || 1.0000000000000e+00  ||
|| 1.0000000000000e+00  || 5.7010644142967e-03    || 1.4973566750554e+05    || 1.4413255499379e-03    || 2.5607425934033e-01    || 9.4745432658017e-02    || 1.0000000   || 1.0000000000000e+00  ||
|| 1.0000000000000e+00  || 5.8325256570830e-03    || 1.5318843272783e+05    || 1.4626862133703e-03    || 2.5986930683527e-01    || 9.6063004206872e-02    || 1.0000000   || 1.0000000000000e+00  ||
|| 1.0000000000000e+00  || 6.0505881027945e-03    || 1.5891573617394e+05    || 1.4843612445667e-03    || 2.6372024619956e-01    || 9.7394162867033e-02    || 1.0000000   || 1.0000000000000e+00  ||
|| 1.0000000000000e+00  || 6.1881153698566e-03    || 1.6252782255594e+05    || 1.5062173549599e-03    || 2.6760331684350e-01    || 9.8740592752060e-02    || 1.0000000   || 1.0000000000000e+00  ||
|| 1.0000000000000e+00  || 6.4191185654207e-03    || 1.6859500846546e+05    || 1.5283962827244e-03    || 2.7154378409352e-01    || 1.0010036889807e-01    || 1.0000000   || 1.0000000000000e+00  ||
|| 1.0000000000000e+00  || 6.5628643119070e-03    || 1.7237042016704e+05    || 1.5507534873223e-03    || 2.7551588112465e-01    || 1.0147580470387e-01    || 1.0000000   || 1.0000000000000e+00  ||
|| 1.0000000000000e+00  || 6.8075071582797e-03    || 1.7879584483164e+05    || 1.5734421985634e-03    || 2.7954692240494e-01    || 1.0286517823523e-01    || 1.0000000   || 1.0000000000000e+00  ||
|| 1.0000000000000e+00  || 6.9576143506308e-03    || 1.8273833679642e+05    || 1.5963056773740e-03    || 2.8360896603915e-01    || 1.0426957329587e-01    || 1.0000000   || 1.0000000000000e+00  ||
|| 1.0000000000000e+00  || 7.2166262940611e-03    || 1.8954115876493e+05    || 1.6195095978110e-03    || 2.8773154557752e-01    || 1.0568905830438e-01    || 1.0000000   || 1.0000000000000e+00  ||
|| 1.0000000000000e+00  || 7.3732261819954e-03    || 1.9365417820255e+05    || 1.6428839923002e-03    || 2.9188436033864e-01    || 1.0712277517626e-01    || 1.0000000   || 1.0000000000000e+00  ||
|| 1.0000000000000e+00  || 7.6473674102347e-03    || 2.0085436343432e+05    || 1.6666080133563e-03    || 2.9609934745887e-01    || 1.0857286367453e-01    || 1.0000000   || 1.0000000000000e+00  ||
|| 1.0000000000000e+00  || 7.8105770817786e-03    || 2.0514098560451e+05    || 1.6904973453276e-03    || 3.0034364776506e-01    || 1.1003622382817e-01    || 1.0000000   || 1.0000000000000e+00  ||
|| 1.0000000000000e+00  || 8.1006385562439e-03    || 2.1275930831417e+05    || 1.7147457431761e-03    || 3.0465180250576e-01    || 1.1151738172427e-01    || 1.0000000   || 1.0000000000000e+00  ||
|| 1.0000000000000e+00  || 8.2705582551877e-03    || 2.1722216607103e+05    || 1.7391533267449e-03    || 3.0898817702901e-01    || 1.1301065901259e-01    || 1.0000000   || 1.0000000000000e+00  ||
|| 1.0000000000000e+00  || 8.5773615493286e-03    || 2.2528020448328e+05    || 1.7639296756081e-03    || 3.1339013474148e-01    || 1.1452332100299e-01    || 1.0000000   || 1.0000000000000e+00  ||
|| 1.0000000000000e+00  || 8.7540717397873e-03    || 2.2992141117742e+05    || 1.7888580237794e-03    || 3.1781902980801e-01    || 1.1604673417324e-01    || 1.0000000   || 1.0000000000000e+00  ||
|| 1.0000000000000e+00  || 9.0784686543945e-03    || 2.3844153742325e+05    || 1.8141651046213e-03    || 3.2231528493574e-01    || 1.1759129810480e-01    || 1.0000000   || 1.0000000000000e+00  ||
|| 1.0000000000000e+00  || 9.2620268210079e-03    || 2.4326260286062e+05    || 1.8396158312955e-03    || 3.2683698711409e-01    || 1.1914500274230e-01    || 1.0000000   || 1.0000000000000e+00  ||
|| 1.0000000000000e+00  || 9.6048987463392e-03    || 2.5226796622393e+05    || 1.8654555365221e-03    || 3.3142787626313e-01    || 1.2072182371107e-01    || 1.0000000   || 1.0000000000000e+00  ||
|| 1.0000000000000e+00  || 9.7953359214644e-03    || 2.5726970545419e+05    || 1.8914292544079e-03    || 3.3604249422485e-01    || 1.2230590380305e-01    || 1.0000000   || 1.0000000000000e+00  ||
|| 1.0000000000000e+00  || 1.0157592914920e-02    || 2.6678420814734e+05    || 1.9178024890058e-03    || 3.4072817860137e-01    || 1.2391528812868e-01    || 1.0000000   || 1.0000000000000e+00  ||
|| 1.0000000000000e+00  || 1.0354909927137e-02    || 2.7196664293275e+05    || 1.9442987037938e-03    || 3.4543562431725e-01    || 1.2552974734544e-01    || 1.0000000   || 1.0000000000000e+00  ||
|| 1.0000000000000e+00  || 1.0737489473599e-02    || 2.8201490753749e+05    || 1.9712052832163e-03    || 3.5021607158730e-01    || 1.2717194649507e-01    || 1.0000000   || 1.0000000000000e+00  ||
|| 1.0000000000000e+00  || 1.0941652914443e-02    || 2.8737716042106e+05    || 1.9982222842833e-03    || 3.5501604090705e-01    || 1.2881669924055e-01    || 1.0000000   || 1.0000000000000e+00  ||
